age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,">50K,<=50K"
22,Private,206861,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,<=50K
28,Private,288598,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,35,<=50K
33,Private,44392,HS-grad,9,Divorced,Handlers-cleaners,Own-child,White,Male,0,0,20,<=50K
30,Self-emp-inc,77689,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,7688,0,50,>50K
39,Private,237713,Prof-school,15,Married-civ-spouse,Sales,Husband,White,Male,0,2415,99,>50K
45,Private,170099,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,<=50K
25,Private,195481,HS-grad,9,Married-civ-spouse,Adm-clerical,Other-relative,White,Male,0,0,40,<=50K
68,Private,201732,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,<=50K
34,State-gov,366198,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,>50K
31,Self-emp-not-inc,182177,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1902,40,>50K
67,Private,336163,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,24,<=50K
62,Private,88055,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,60,>50K
40,Self-emp-not-inc,165815,Some-college,10,Never-married,Craft-repair,Own-child,White,Male,0,0,40,<=50K
35,Private,192251,HS-grad,9,Divorced,Adm-clerical,Own-child,White,Female,0,0,40,<=50K
44,Private,216116,HS-grad,9,Married-spouse-absent,Other-service,Not-in-family,Black,Female,0,0,40,<=50K
51,Local-gov,155118,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,70,>50K
58,?,142158,HS-grad,9,Widowed,?,Not-in-family,White,Female,0,0,12,<=50K
17,Private,317702,9th,5,Never-married,Other-service,Own-child,Black,Female,0,0,40,<=50K
21,Private,176178,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,16,<=50K
32,Private,209103,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,3464,0,40,<=50K
24,?,26671,HS-grad,9,Never-married,?,Other-relative,Amer-Indian-Eskimo,Female,0,0,40,<=50K
19,Private,167859,HS-grad,9,Never-married,Other-service,Own-child,Black,Male,0,0,40,<=50K
26,Private,183171,11th,7,Never-married,Other-service,Own-child,Black,Male,1055,0,32,<=50K
23,Private,188545,Assoc-acdm,12,Never-married,Adm-clerical,Own-child,White,Female,0,1974,20,<=50K
40,Self-emp-not-inc,98985,HS-grad,9,Divorced,Exec-managerial,Not-in-family,Black,Male,0,0,50,<=50K
57,Self-emp-not-inc,24473,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,>50K
72,?,237229,Assoc-voc,11,Widowed,?,Not-in-family,White,Female,0,0,30,<=50K
31,Private,369825,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,4101,0,50,<=50K
38,Private,180303,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,50,>50K
34,State-gov,177331,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,Black,Male,4386,0,40,>50K
44,Private,202872,Assoc-acdm,12,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,40,>50K
24,State-gov,330836,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,<=50K
60,Self-emp-not-inc,153356,HS-grad,9,Divorced,Sales,Not-in-family,Black,Male,2597,0,55,<=50K
42,Private,259643,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Male,4650,0,40,<=50K
39,Local-gov,45607,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,56,<=50K
24,Federal-gov,312017,Some-college,10,Never-married,Exec-managerial,Own-child,White,Male,0,0,40,<=50K
26,Self-emp-not-inc,281678,Assoc-voc,11,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,55,<=50K
23,Local-gov,324637,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,30,<=50K
42,Private,409902,HS-grad,9,Never-married,Exec-managerial,Unmarried,Black,Female,0,0,25,<=50K
37,Private,342768,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,<=50K
22,Private,118310,Assoc-acdm,12,Never-married,Prof-specialty,Own-child,White,Female,0,0,16,<=50K
19,Private,246652,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,40,<=50K
48,?,355890,Bachelors,13,Married-civ-spouse,?,Husband,White,Male,0,0,55,>50K
40,Self-emp-not-inc,27242,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,84,<=50K
59,Private,384246,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,<=50K
30,Private,209900,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,<=50K
32,Private,241802,HS-grad,9,Married-civ-spouse,Other-service,Wife,Other,Female,0,0,40,<=50K
42,Private,258589,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,0,0,60,>50K
23,Private,200973,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,<=50K
30,Local-gov,169020,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,<=50K
33,Private,162930,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,<=50K
76,Private,93125,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,1424,0,24,<=50K
41,Private,287037,Some-college,10,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,40,<=50K
45,Local-gov,102359,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,37,<=50K
44,Self-emp-not-inc,37618,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,>50K
31,Private,120672,11th,7,Divorced,Handlers-cleaners,Other-relative,Black,Male,0,1721,40,<=50K
39,Private,160623,Assoc-acdm,12,Never-married,Craft-repair,Own-child,White,Male,0,0,40,<=50K
54,Private,217718,5th-6th,3,Married-spouse-absent,Other-service,Unmarried,Black,Female,0,0,30,<=50K
24,Federal-gov,287988,Bachelors,13,Never-married,Armed-Forces,Not-in-family,White,Male,0,0,40,<=50K
65,Private,118779,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,30,<=50K
30,Private,107793,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,56,>50K
56,Private,135458,HS-grad,9,Divorced,Tech-support,Not-in-family,Black,Female,0,0,40,<=50K
40,Private,400061,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,Other,Male,0,0,40,>50K
45,Local-gov,160472,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,50,>50K
44,Private,194049,Some-college,10,Divorced,Other-service,Unmarried,Black,Female,0,0,35,<=50K
41,Private,39581,Some-college,10,Divorced,Adm-clerical,Not-in-family,Black,Female,0,0,24,<=50K
42,Private,110028,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,<=50K
34,Self-emp-not-inc,182714,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,55,>50K
43,Private,152420,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,50,<=50K
36,Private,95336,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,45,>50K
63,Self-emp-inc,80572,Bachelors,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,>50K
40,Self-emp-not-inc,209833,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,<=50K
36,Private,46706,HS-grad,9,Never-married,Other-service,Own-child,White,Male,0,0,40,<=50K
38,Private,112497,HS-grad,9,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,>50K
39,State-gov,152023,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,<=50K
25,Self-emp-not-inc,136450,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,35,>50K
46,Local-gov,222115,Bachelors,13,Divorced,Adm-clerical,Not-in-family,White,Female,99999,0,40,>50K
56,Private,201344,Some-college,10,Widowed,Craft-repair,Unmarried,White,Female,0,0,38,<=50K
18,Private,205894,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0,25,<=50K
18,Private,132652,11th,7,Never-married,Other-service,Own-child,White,Male,0,0,20,<=50K
64,Private,86972,Some-college,10,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,<=50K
46,Local-gov,121124,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,White,Male,15024,0,40,>50K
18,Private,154089,11th,7,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,20,<=50K
42,Private,180019,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,0,65,<=50K
37,Private,162494,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,<=50K
45,State-gov,190406,Prof-school,15,Divorced,Prof-specialty,Unmarried,Black,Male,25236,0,36,>50K
32,Private,402089,Bachelors,13,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,2,<=50K
37,Private,161141,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,<=50K
37,Self-emp-not-inc,138940,11th,7,Never-married,Farming-fishing,Own-child,White,Male,0,0,37,<=50K
39,Private,165848,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,<=50K
35,Private,207066,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,10520,0,45,>50K
38,Private,85244,Bachelors,13,Separated,Craft-repair,Not-in-family,White,Male,0,0,40,<=50K
37,Private,64922,Bachelors,13,Separated,Other-service,Not-in-family,White,Male,0,0,70,<=50K
18,Private,92008,HS-grad,9,Never-married,Handlers-cleaners,Other-relative,White,Female,0,0,28,<=50K
36,Private,198237,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,50,>50K
28,Self-emp-not-inc,195607,HS-grad,9,Married-civ-spouse,Sales,Wife,White,Female,0,0,40,<=50K
68,?,133758,7th-8th,4,Widowed,?,Not-in-family,Black,Male,0,0,10,<=50K
23,Private,380544,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,>50K
70,?,172652,Masters,14,Married-civ-spouse,?,Husband,White,Male,0,0,8,<=50K
43,Private,150528,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,>50K
34,Self-emp-inc,154120,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,>50K
26,Private,187577,Assoc-voc,11,Never-married,Sales,Not-in-family,White,Male,0,0,55,<=50K
38,Local-gov,225605,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,44,<=50K
28,Local-gov,50512,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,2202,0,50,<=50K
52,Private,190762,1st-4th,2,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,<=50K
33,Private,102821,12th,8,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,<=50K
67,Self-emp-not-inc,354405,HS-grad,9,Widowed,Other-service,Not-in-family,White,Female,0,0,20,<=50K
38,Private,175972,Some-college,10,Married-civ-spouse,Other-service,Wife,White,Female,0,0,40,<=50K
18,Private,404085,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,<=50K
58,Private,31732,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,>50K
51,?,163998,HS-grad,9,Married-spouse-absent,?,Not-in-family,White,Male,0,0,20,>50K
45,Private,54260,Some-college,10,Divorced,Craft-repair,Unmarried,White,Male,0,0,99,<=50K
76,Private,208843,7th-8th,4,Widowed,Protective-serv,Not-in-family,White,Male,0,0,30,<=50K
22,Private,234880,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,25,<=50K
56,?,32604,Some-college,10,Never-married,?,Not-in-family,Black,Female,0,0,40,<=50K
33,Private,141490,HS-grad,9,Married-civ-spouse,Sales,Wife,White,Female,0,0,45,<=50K
42,Private,176716,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,>50K
36,Private,29814,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,<=50K
77,Private,123959,HS-grad,9,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,32,<=50K
45,State-gov,32186,Bachelors,13,Separated,Prof-specialty,Not-in-family,White,Female,0,0,40,<=50K
32,Private,272944,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Female,0,0,40,<=50K
21,State-gov,38251,Some-college,10,Never-married,Tech-support,Own-child,White,Female,0,0,20,<=50K
65,?,106910,11th,7,Divorced,?,Not-in-family,Asian-Pac-Islander,Female,0,0,15,<=50K
19,Private,323810,10th,6,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,<=50K
34,Private,165737,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,43,>50K
57,Private,266189,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,42,<=50K
19,Private,210308,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,15,<=50K
27,Private,156266,9th,5,Married-civ-spouse,Farming-fishing,Husband,Amer-Indian-Eskimo,Male,0,0,40,<=50K
73,?,89852,1st-4th,2,Married-civ-spouse,?,Husband,White,Male,0,0,40,<=50K
58,?,347692,11th,7,Divorced,?,Not-in-family,Black,Male,0,0,15,<=50K
27,Private,38353,Assoc-voc,11,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,<=50K
22,Private,174975,Assoc-voc,11,Never-married,Tech-support,Own-child,White,Female,0,0,36,<=50K
30,Self-emp-not-inc,347166,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,<=50K
33,Private,283921,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,<=50K
28,Private,142712,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,<=50K
21,Private,243368,Preschool,1,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,50,<=50K
22,Private,341610,Some-college,10,Never-married,Sales,Not-in-family,White,Male,0,0,35,<=50K
40,Self-emp-not-inc,117721,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,60,<=50K
42,Self-emp-not-inc,120539,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,>50K
50,Private,174655,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,>50K
90,Local-gov,153602,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,6767,0,40,<=50K
67,Self-emp-not-inc,431426,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,2,<=50K
19,?,220517,Some-college,10,Never-married,?,Own-child,White,Female,0,0,15,<=50K
42,Private,158555,10th,6,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,<=50K
36,Private,296999,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Female,0,0,37,<=50K
49,Self-emp-inc,44671,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,>50K
60,Private,184183,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Male,4650,0,40,<=50K
39,Private,284166,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,1564,50,>50K
21,?,152328,Some-college,10,Never-married,?,Own-child,White,Male,0,0,20,<=50K
29,Private,113870,1st-4th,2,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,<=50K
29,Private,205499,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,45,<=50K
46,Private,124733,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0,0,40,<=50K
51,Self-emp-inc,338836,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,>50K
51,Private,138022,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,>50K
18,Private,201613,12th,8,Never-married,Sales,Own-child,White,Female,0,0,20,<=50K
25,Private,476334,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,<=50K
32,Private,202498,11th,7,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,<=50K
70,Private,174032,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,<=50K
20,Private,493443,11th,7,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,<=50K
44,Local-gov,196456,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,1669,40,<=50K
33,Private,255334,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,25,>50K
25,Private,32276,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,28,<=50K
26,Self-emp-not-inc,253899,Bachelors,13,Divorced,Sales,Not-in-family,White,Male,0,0,40,<=50K
17,?,145886,11th,7,Never-married,?,Own-child,White,Female,0,0,30,<=50K
25,Private,66935,Bachelors,13,Never-married,Other-service,Other-relative,White,Male,0,0,40,<=50K
21,Private,460835,HS-grad,9,Never-married,Sales,Other-relative,White,Male,0,0,45,<=50K
38,Private,320305,7th-8th,4,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,<=50K
61,Private,180632,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,<=50K
35,Private,117166,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,50,<=50K
32,Private,213750,Assoc-voc,11,Never-married,Other-service,Not-in-family,White,Male,0,0,45,<=50K
20,Private,303565,Some-college,10,Never-married,Handlers-cleaners,Own-child,Black,Male,0,0,40,<=50K
52,Federal-gov,192386,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,5013,0,40,<=50K
35,Private,119098,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,7298,0,40,>50K
49,Private,309033,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Wife,White,Female,15024,0,60,>50K
21,Private,85088,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,37,<=50K
49,Private,82649,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,5013,0,45,<=50K
25,Self-emp-inc,86745,Bachelors,13,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Female,0,0,40,<=50K
63,Private,45912,HS-grad,9,Widowed,Other-service,Other-relative,White,Female,0,0,40,<=50K
63,Private,226422,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,<=50K
25,Private,338013,Some-college,10,Divorced,Tech-support,Not-in-family,White,Female,0,0,40,<=50K
40,Self-emp-not-inc,99651,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,<=50K
50,Federal-gov,69345,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,<=50K
48,Private,316101,HS-grad,9,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,<=50K
63,Private,102479,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,<=50K
25,Private,25249,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,<=50K
38,Local-gov,200153,Assoc-acdm,12,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,<=50K
61,Private,230568,Bachelors,13,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,40,>50K
31,Private,188961,Assoc-acdm,12,Never-married,Tech-support,Own-child,White,Female,0,0,40,<=50K
28,Private,204516,10th,6,Never-married,Transport-moving,Not-in-family,White,Male,0,0,45,<=50K
42,Private,198619,Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,<=50K
44,Private,222504,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,45,>50K
44,Self-emp-not-inc,202692,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,<=50K
68,?,351402,Doctorate,16,Married-civ-spouse,?,Husband,White,Male,0,0,70,<=50K
18,Private,192583,Some-college,10,Never-married,Sales,Not-in-family,White,Female,0,0,30,<=50K
45,Private,101977,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,<=50K
36,Local-gov,174640,Assoc-voc,11,Never-married,Protective-serv,Not-in-family,Black,Female,0,0,60,>50K
42,Private,240255,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0,0,40,>50K
41,Private,139907,10th,6,Never-married,Handlers-cleaners,Unmarried,White,Male,0,0,50,<=50K
34,Private,223678,HS-grad,9,Never-married,Other-service,Unmarried,Amer-Indian-Eskimo,Female,0,0,32,<=50K
69,Private,130413,Bachelors,13,Widowed,Exec-managerial,Not-in-family,White,Female,2346,0,15,<=50K
30,Private,271933,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,<=50K
65,Private,213477,Masters,14,Divorced,Sales,Not-in-family,White,Male,0,0,28,<=50K
60,Self-emp-not-inc,35649,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,<=50K
45,Private,108859,HS-grad,9,Separated,Craft-repair,Unmarried,Black,Female,0,0,40,<=50K
59,Private,157932,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,<=50K
42,Private,83411,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Male,0,1408,40,<=50K
24,State-gov,147253,Some-college,10,Never-married,Tech-support,Not-in-family,White,Male,0,0,50,<=50K
35,Private,257042,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,<=50K
50,Private,98228,HS-grad,9,Divorced,Sales,Unmarried,White,Female,0,0,45,<=50K
34,Private,190040,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,<=50K
52,Private,117295,1st-4th,2,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,>50K
26,Private,245628,Some-college,10,Never-married,Adm-clerical,Other-relative,White,Male,0,0,40,<=50K
33,Self-emp-not-inc,361497,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,<=50K
22,Private,195075,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,38,<=50K
46,Local-gov,192323,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,38,>50K
43,State-gov,222978,Doctorate,16,Separated,Prof-specialty,Unmarried,White,Female,0,0,40,>50K
40,Private,236021,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,<=50K
26,Private,109419,Assoc-voc,11,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,45,<=50K
53,Private,358056,11th,7,Divorced,Other-service,Unmarried,White,Female,0,0,40,<=50K
43,Private,201723,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1902,40,>50K
38,State-gov,143774,Some-college,10,Separated,Exec-managerial,Not-in-family,White,Female,0,0,45,<=50K
51,Private,154342,7th-8th,4,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,<=50K
32,Private,185410,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,<=50K
88,Self-emp-not-inc,187097,Prof-school,15,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,<=50K
45,Private,168262,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,40,<=50K
39,Private,387068,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,>50K
25,Private,175128,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,<=50K
43,Self-emp-not-inc,96129,11th,7,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,60,<=50K
47,?,99127,Assoc-voc,11,Married-civ-spouse,?,Husband,White,Male,0,0,40,>50K
47,Private,214800,Assoc-voc,11,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,<=50K
44,Private,210648,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,>50K
45,Private,204057,Bachelors,13,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,<=50K
21,State-gov,39236,Some-college,10,Never-married,Tech-support,Not-in-family,White,Female,0,0,50,<=50K
37,Private,103121,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,1848,40,>50K
49,Private,168337,5th-6th,3,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,<=50K
50,Private,104729,HS-grad,9,Divorced,Machine-op-inspct,Other-relative,White,Female,0,0,48,<=50K
21,Private,296158,10th,6,Married-civ-spouse,Other-service,Husband,White,Male,0,0,25,<=50K
22,Private,34616,Some-college,10,Never-married,Sales,Not-in-family,White,Female,0,0,30,<=50K
64,Self-emp-not-inc,352712,Assoc-voc,11,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,55,<=50K
41,Private,111483,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,45,<=50K
45,Private,241350,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Male,0,0,40,<=50K
21,Private,129172,Some-college,10,Never-married,Other-service,Other-relative,White,Male,0,0,16,<=50K
33,Private,202051,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,<=50K
38,Private,257250,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,7298,0,60,>50K
20,Private,151790,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,30,<=50K
67,Self-emp-inc,330144,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,0,0,48,>50K
35,Private,99357,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,1977,30,>50K
24,Private,138768,Assoc-acdm,12,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,30,<=50K
44,Federal-gov,201435,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40,>50K
60,Private,226949,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,37,<=50K
40,Private,109762,Some-college,10,Divorced,Craft-repair,Unmarried,White,Male,0,0,40,<=50K
27,?,190650,Bachelors,13,Never-married,?,Unmarried,Asian-Pac-Islander,Male,0,0,25,<=50K
54,Self-emp-inc,298215,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,>50K
40,Private,110028,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,<=50K
57,Private,372967,10th,6,Divorced,Adm-clerical,Other-relative,White,Female,0,0,70,<=50K
33,Private,35378,Bachelors,13,Married-civ-spouse,Sales,Wife,White,Female,0,0,45,>50K
42,Private,109067,Bachelors,13,Separated,Tech-support,Not-in-family,White,Male,0,0,40,<=50K
33,Local-gov,220430,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,Black,Male,0,0,70,>50K
53,Private,89534,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,48,>50K
18,?,85154,12th,8,Never-married,?,Own-child,Asian-Pac-Islander,Female,0,0,24,<=50K
36,Private,174938,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1887,50,>50K
54,Private,199307,Some-college,10,Divorced,Craft-repair,Unmarried,White,Female,0,0,48,<=50K
21,Private,305874,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,54,<=50K
35,Private,338611,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,<=50K
46,Private,238162,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,>50K
